Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74
P08670,Vimentin,VIM,47508,599920000,115790,581.8099976,5336.600098,8457,6411.5,17775,2422.5,0,14647,0,2125900,12015,137820,0,6345,2544.100098,14323,21266,54853,1240.800049,35636,23161,13798,26783,0,5890.100098,88023,16699000,252560,24951,64847,335720,785780,21780,1754.699951,27561000,770800,10187000,262640,149880,5687500,11226000,11757000,139460,499720000,16802,556570,23139,6381.600098,531220,190020,42141,178170,118910,858960,1597200,2902400000,66208000,877510016,13336,457450,256030,9701,68378,8965.299805,25742,1402.099976,91478,45508,4337.5,17086000,3083000
P08697,"Alpha-2-antiplasmin, Alpha-2-AP (Alpha-2-plasmin inhibitor, Alpha-2-PI) (Serpin F2)",SERPINF2,33655000,29580000,34081000,43323000,155610000,92366000,32563000,315820000,39764000,38737000,34514000,38324000,99700000,26616000,28025000,31804000,21329000,44411000,15590000,106490000,133610000,37021000,102120000,50150000,44670000,260590000,36327000,50057000,70007000,24439000,96072000,99091000,46632000,179320000,58882000,35211000,42975000,118850000,245610000,24174000,137700000,53379000,56737000,41706000,17801000,32449000,25528000,44364000,84768000,16114000,297120000,224540000,39792000,9137000,53062000,207790000,39868000,144500000,331280000,528720000,218800000,39799000,90696000,45883000,61543000,75740000,35577000,10093000,24375000,78732000,105990000,30078000,187290000,48108000
P09172,"Dopamine beta-hydroxylase, EC 1.14.17.1 (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase ]",DBH,7764800,2188200,2263700,7906200,1337000,0,2379200,3180600,3115300,0,3065500,0,0,4527500,2889600,3747200,3467600,1740300,1012900,0,1306800,1540800,0,1665200,0,1426100,3626200,1350200,0,847940,3151300,2118900,0,5133500,3519600,167770,0,4715400,1557300,0,368220,1612700,4665600,1761600,3829400,329870,0,1668700,0,0,5249900,0,3076600,0,3154900,4026600,0,19108000,2153100,2286600,1507000,0,1686800,694950,3451500,1630700,4538600,188640,0,2294700,3259200,0,1773900,7298900
P09486,"SPARC (Basement-membrane protein 40, BM-40) (Osteonectin, ON) (Secreted protein acidic and rich in cysteine)",SPARC,0,2148400,623920,1147100,0,2777800,0,4578400,0,5118700,1296500,1420800,9075500,8133500,3900600,2748500,735550,3404000,831080,7503400,2018900,1743700,899120,1517900,2972800,1854500,1793100,3499800,954480,21317000,552370,0,5661500,1853000,17949000,0,4177400,4227500,0,2257200,672120,4228700,4382300,1804800,4536300,2846300,10935000,872610,476640000,1690600,1528400,12919000,11620000,5080400,1621000,2742400,14247000,2135000,743570,0,994770,981030,0,1142200,2342200,2295600,2014400,0,514650,1435500,0,980240,1131100,867990
P09871,"Complement C1s subcomponent, EC 3.4.21.42 (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain ]",C1S,39378000,18367000,16105000,33525000,22462000,23319000,12618000,91140000,35672000,14807000,10020000,15348000,38079000,22867000,23449000,27428000,10333000,15927000,6624000,40937000,46816000,49193000,40158000,15966000,35207000,79791000,25046000,49991000,58339000,43485000,48914000,18264000,67048000,24908000,69443000,8526000,45770000,33652000,68656000,11451000,54396000,20820000,30221000,26452000,17883000,80864000,4240800,49633000,17203000,5418400,117210000,15839000,56943000,22962000,116870000,62924000,7891600,53232000,65845000,111080000,23910000,39522000,113120000,36087000,60001000,34783000,9841400,11973000,13410000,52737000,71879000,24674000,49593000,36804000
P0C0L4,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain ],C4A,819929984,839329984,503260000,1041400000,846649984,858400000,877640000,3649499904,452049984,1374599936,803260032,976409984,1585799936,762940032,647840000,448940000,465580000,525249984,95169000,1587699968,990870016,854080000,1543200000,957920000,545209984,2456000000,183660000,676830016,1408199936,868729984,934920000,783390016,672499968,3072100096,1244000000,496360000,400060000,1749699968,2022099968,431489984,1328199936,636460032,804249984,609219968,723240000,811249984,88842000,1085299968,232840000,35495000,1349900032,717980032,772830016,214140000,2858800128,1014600000,111300000,1388300032,1702700032,4245100032,211790000,1578300032,2589799936,395009984,863390016,753320000,623350016,69811000,476620000,824009984,1356199936,923539968,4107099904,1095600000
P0C0L5,Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain ],C4B; C4B_2,10494000,11984000,9620100,33932000,30604000,15551000,42872000,179750000,712680,16561000,2909400,16940000,355230016,6918500,1486200,6213900,2977400,12051000,700940,79408000,665890,10361000,183570000,17407000,6875900,306320000,2128200,4607100,31697000,13530000,37649000,119980000,14339000,377260000,15155000,102530000,8438400,387160000,224740000,106270,171150000,4488300,12879000,17182000,2444400,16009000,10992000,17624000,50138000,3816400,209490000,60330000,28858000,3023600,717990016,194870000,5201900,179260000,259430000,778590016,39507000,19514000,526550016,29960000,7347000,20142000,20979000,2297700,25044000,62496000,270620000,36373000,574140032,35657000
P0DJI8,"Serum amyloid A-1 protein, SAA [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101) ]",SAA1,754200000,217250000,77612000,57860000,5708000,15099000,1278099968,27865000,571680000,347940000,11059000,46823000,51215000,1327800064,904609984,1283100032,30287000,2141799936,28554000,288289984,66447000,33706000,300180000,49053000,958720000,101720000,2858299904,511340000,2061600000,41264000,23153000,418809984,141080000,359550016,1045299968,37598000,431950016,5086400,975769984,909459968,445969984,79622000,512200000,518040000,323150016,654380032,238310,568179968,120850000,14909000,698880,71602000,111560000,217060000,393049984,118000000,343830,7479500,168640000,47004000,852680000,388670016,183330000,14541000,55735000,41998000,351760000,16149000,386329984,67900000,243180,1126499968,1370499968,551219968
P0DJI9,"Serum amyloid A-2 protein, SAA2 [Cleaved into: Amyloid A2 protein, AA2 ]",SAA2,557630016,299609984,82434000,125260000,2913100,8536900,1425799936,15075000,541110016,560470016,22550000,42268000,53623000,2380900096,621350016,2778299904,55487000,2483000064,51176000,209170000,133960000,35163000,471910016,65428000,822249984,170090000,2231800064,1225900032,1820999936,81383000,44094000,375569984,272800000,398849984,1146200064,394289984,767920000,7651800,1299000064,1143500032,706030016,60064000,912339968,1049299968,338150016,854009984,165960,1274899968,200000000,20956000,1499600,121110000,101230000,423020000,386520000,220390000,36473,2274300,220840000,60815000,1234400000,415340000,149490000,29473000,50511000,58187000,919790016,28077000,789240000,102130000,2597300,2958099968,1921600000,1073100032
P0DOY3,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),IGLC3,254030000,92009000,605960000,155380000,124070000,21617000,400369984,689449984,12942000,18346000,217800000,116030000,183460000,49591000,122690000,133430000,67646000,878179968,39477000,795150016,67766000,35985000,819600000,46044000,78339000,234640000,100770000,56536000,86851000,16803000,168530000,697729984,52182000,68905000,15615000,114310000,83599000,203430000,102680000,590360000,397040000,114950000,135830000,65285000,517830016,71908000,56984000,32187000,90585000,222670000,64813000,49111000,9593600,45311000,1100400000,182860000,21283000,173390000,252050000,799609984,148060000,125230000,579990016,666320000,435510016,41127000,93217000,187850000,58651000,204590000,1427600000,26209000,308280000,222570000
P10643,Complement component C7,C7,67780000,53077000,112460000,103460000,34804000,62883000,35734000,150610000,52269000,14234000,31060000,20424000,12706000,72511000,46237000,76419000,15971000,79740000,12401000,39068000,81731000,85056000,47274000,104890000,112680000,114200000,84180000,81197000,98680000,82475000,341960000,51399000,137880000,185160000,128390000,10714000,120060000,90512000,99460000,79299000,92622000,58844000,65527000,100080000,18227000,97296000,10274000,180290000,30082000,10019000,175470000,111840000,110190000,57848000,185360000,107570000,23422000,134910000,108870000,215490000,96139000,30618000,89828000,109740000,109690000,108800000,36535000,5831700,70451000,107700000,73476000,118820000,105580000,92545000
P10909,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J, Apo-J) (Complement cytolysis inhibitor, CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2, SGP-2) (Testosterone-repressed prostate message 2, TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) ]",CLU,132200000,100530000,150120000,264820000,334160000,284560000,56303000,833040000,187030000,254250000,88621000,158670000,198490000,106060000,221420000,120360000,130910000,156960000,38647000,323030016,266490000,173220000,204440000,159950000,90141000,621529984,131670000,234440000,269710016,256740000,699990016,251230000,390300000,189210000,338190016,51693000,85645000,331550016,418960000,169740000,346820000,192780000,174760000,113510000,132770000,285030016,104940000,223850000,176940000,63313000,529369984,554550016,364169984,117380000,604950016,477620000,114240000,607180032,675459968,481140000,328230016,232920000,778630016,303390016,407009984,271500000,161010000,39179000,66483000,279400000,217590000,117910000,298540000,181300000
P11021,"Endoplasmic reticulum chaperone BiP, EC 3.6.4.10 (78 kDa glucose-regulated protein, GRP-78) (Binding-immunoglobulin protein, BiP) (Heat shock protein 70 family protein 5, HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)",HSPA5,4634100,5832600,1247800,982320,617770,465210,21298000,12755000,3437600,0,0,1460200,0,12839000,7315900,8697600,1391600,1061500,669280,1197200,1006200,2101200,785330,0,1528900,0,2485300,2580800,1326300,4379000,1496500,371890,34264000,528340,3766000,2473700,25809000,28804000,2125100,82046000,18317000,592740,1524200,2773700,2180200,7966200,98935000,5057500,627450,694340,29565000,3240800,48578000,8023000,20633000,6004000,0,26546000,173740000,1765300,361660000,2852300,4311200,18924000,2334100,5331200,1194700,186070,1121700,1138000,2949200,4129700,497150,4679900
P11226,"Mannose-binding protein C, MBP-C (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)",MBL2,2545000,0,861780,0,0,13738000,1084400,7035500,7177300,3671200,478290,0,3044700,9977500,3404100,0,3419300,0,0,924550,0,3140700,1253300,1210700,4785300,977740,0,5494800,0,0,932520,2675100,6560600,3552700,3021700,1378600,2000200,11666000,3737300,15852000,20578000,749310,1943400,2907800,0,0,1090900,1550900,0,0,466490,740700,2515000,7368700,2079200,42392000,945210,601110,882640,33886000,0,2217000,7099700,9119500,9091900,4241100,0,0,5860600,25276000,0,2704900,1430200,5287200
P12259,"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain ]",F5,3435500,1757800,1503300,3493700,258740,1343700,2527900,9756300,1238900,0,0,1964900,3694000,1377400,2721400,1184900,3391800,3148400,474800,8709600,3898300,1370900,2536400,986070,2240900,7585200,4370100,5465700,2636000,818290,8313900,10520000,7355700,3590100,4104200,2454700,1206100,1357900,36894000,3382300,7970500,4396300,5329100,1012700,3275300,6297600,511390,4238900,269830,103710,32621000,2405400,7483600,803820,8623500,12270000,752710,26218000,22628000,33003000,2946200,5326500,19085000,9189400,5884600,6705000,4569100,979530,1741300,4659800,23242000,2099500,9352000,4833400
P12814,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),ACTN1,624680,0,381650,288460,594190,3287200,53449,47213000,1160500,0,703150,0,2442200,0,269520,3025100,29281,894640,0,150570,367990,506190,3853600,375040,2255900,64839,393220,3001000,1726500,1199000,0,64396,883750,1231800,511350,2878400,1497200,1235300,34288,206990,1588200,0,0,2257400,880650,0,12102000,0,155130,403810,38377000,904340,12963000,21988,6849100,31684000,30151,49649000,17526000,215140,49789000,302020,397840,4535900,486700,5111300,176370,10285,792520,0,1620400,413240,2415900,1005600
P13598,"Intercellular adhesion molecule 2, ICAM-2 (CD antigen CD102)",ICAM2,27170000,5275600,10248000,12508000,7160700,9632500,13907000,18156000,11971000,4559800,8762800,9952600,17229000,19262000,5768400,16064000,8643600,12264000,7445200,20605000,3635300,7168300,4799600,9767400,12376000,17955000,0,8363200,11696000,7865400,9060600,6631900,6448100,6993100,5847900,1588200,13297000,22405000,2356600,5131500,8169200,10896000,11107000,5448800,5711100,9911100,6310000,3907100,4955500,1418100,8743700,14774000,6360600,2382200,11500000,7053300,4823600,13283000,4253200,30590000,8153300,8604600,13717000,6347100,16260000,10021000,2924400,828050,4071000,7868900,4028500,6606400,3377700,5383000
P13671,Complement component C6,C6,86253000,90746000,73569000,151970000,55921000,104970000,26177000,137270000,55829000,100110000,55542000,39384000,23418000,171800000,131750000,93590000,27169000,81566000,15802000,42815000,133110000,122550000,37113000,112180000,102910000,189190000,144620000,147840000,167120000,77803000,88165000,46762000,139060000,189010000,138500000,10549000,76380000,62221000,94013000,67495000,123680000,86248000,133750000,86807000,40627000,136450000,9487200,110790000,41129000,11430000,144400000,129360000,96440000,54547000,160570000,130460000,9454900,107550000,116600000,125430000,69475000,44870000,193450000,69767000,97200000,140290000,65467000,10263000,79695000,111020000,79339000,136350000,167050000,147860000
P13796,"Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1, LCP-1)",LCP1,567110,0,0,237430,242330,251790,170940,6212100,648360,0,274630,802720,201370,282960,168990,0,180920,0,246360,10998000,2089200,229120,9985300,0,289260,38494000,0,298960,0,550120,3269900,626440,0,2995600,256890,732200,134450,17167000,2492100,23485,9764100,0,0,2906300,1117100,169690,443740,214600,564150,145280,13876000,567510,9125.599609,0,24867000,5635100,924520,20275000,10657000,24696000,6362600,62925,3428400,1092300,883270,29009,246430,998780,0,112280,1103700,476480,2624300,105030
P14151,"L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1, LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1, LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)",SELL,25223000,3046900,12123000,9441700,6137200,10792000,13189000,29501000,29622000,20455000,10980000,9940400,54020000,15307000,2380500,9766300,12054000,11110000,8922300,41683000,6906200,15076000,16628000,12030000,9493300,10838000,6928500,9219600,12322000,5682900,10050000,5623300,11631000,6577700,12164000,2516500,9958800,3202300,5684200,16072000,4594700,13822000,11403000,10367000,5618400,4944800,1871000,7447100,0,1237200,16092000,19008000,7168900,1142600,10656000,5977300,1682400,22199000,17400000,60061000,9085700,17728000,12147000,6047200,23996000,14245000,5259800,811340,3356000,13976000,6750800,3888500,7402700,11437000
P14174,"Macrophage migration inhibitory factor, MIF, EC 5.3.2.1 (Glycosylation-inhibiting factor, GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase, EC 5.3.3.12) (Phenylpyruvate tautomerase)",MIF,0,12041000,0,6700900,0,7570600,11525000,0,1374000,0,1156800,3575900,563890,3196300,10347000,2419400,957730,0,0,1908500,0,1432300,0,0,2363200,0,4065800,1699000,1308300,9131900,3308500,0,4619300,1303100,3019700,160280,1746900,7609200,420520,5424600,7438800,2083700,12007000,5458900,29218000,0,9840400,2060400,0,0,1283700,1950600,2719100,3428100,4283100,5678300,0,3585800,31757000,3479500,89890000,0,921870,1039700,1658200,2040800,1297300,0,2021600,0,0,1436700,0,953520
P14625,"Endoplasmin (94 kDa glucose-regulated protein, GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)",HSP90B1,2075100,904240,1891400,3987700,0,0,0,424490,758750,0,0,1097500,458850,6087900,0,1932100,3180700,1667000,866620,768720,643700,2299000,1329000,500590,2025100,723940,4420800,1420500,1571700,1050500,0,600430,1285400,418720,1517900,261970,1087000,5605200,995970,1604200,614450,1245200,1544400,388690,416580,5190100,36560000,627210,0,237790,1373900,0,6484000,581290,881900,870830,431000,3200400,48798000,4937400,63080000,0,2347100,770990,0,1976000,1099000,39488,8002000,1990300,543070,1947900,0,2956800
P15151,"Poliovirus receptor (Nectin-like protein 5, NECL-5) (CD antigen CD155)",PVR,5659600,3404900,2490600,0,0,0,3927100,2366000,2022900,0,0,0,0,5550500,0,0,4603200,2503500,723110,2877900,4853600,2390700,1569100,972950,2709500,1636800,1435400,1859500,1588700,2749300,3831000,0,2619400,1741500,2089700,597890,5383100,0,2909600,810130,1128200,1507000,2575700,2948300,1437700,4604000,0,2366100,2360200,649890,5471700,1851800,3013100,1411500,1585700,994560,0,2473700,5929600,7359800,1908000,1592000,1655500,817120,2112400,2613500,1984200,132370,763050,1996300,623540,2910800,963550,2441800
P15169,"Carboxypeptidase N catalytic chain, CPN, EC 3.4.17.3 (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N, SCPN)",CPN1,21599000,9046300,774080,7960800,2309800,3683400,3753400,45074000,13393000,0,0,4567500,10967000,8027800,9551900,6526400,4509800,0,856890,9225600,44641000,9557700,17265000,476220,3078000,52900000,12424000,9661000,13924000,23982000,11005000,5714500,23877000,52597000,20073000,4158600,18951000,9962200,21849000,11369000,38573000,3604200,11180000,13528000,4970200,15497000,2473700,15475000,3673200,3803100,54803000,13081000,11997000,4145400,83481000,29354000,889070,40916000,28394000,34471000,14584000,4576800,72872000,26204000,7681300,10600000,13473000,3748400,11931000,16438000,16314000,6608800,19562000,13445000
P16070,"CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III, ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1, PGP-1) (Phagocytic glycoprotein I, PGP-I) (CD antigen CD44)",CD44,36534000,37424000,21764000,15416000,2542100,11009000,32173000,16381000,13496000,1011200,3611400,0,11289000,17466000,14571000,11758000,21843000,21289000,20305000,34386000,7525500,14153000,3501400,19903000,17454000,5422400,10997000,11615000,10227000,20482000,16295000,0,9334800,18542000,13757000,493920,16462000,5522400,6087600,15078000,3560800,13883000,13986000,13380000,5592800,7696400,4849000,20227000,2474700,760650,23713000,11293000,8951600,7510100,10857000,5314500,1507300,11565000,6608000,14543000,7108800,45808000,6347200,1238100,28647000,12590000,5933200,925500,10481000,8750700,3486900,13569000,5607500,15851000
P17936,"Insulin-like growth factor-binding protein 3, IBP-3, IGF-binding protein 3, IGFBP-3",IGFBP3,8964800,13942000,4221500,19608000,3355200,21315000,1320100,90133000,17627000,3845500,32620000,10954000,56647000,28195000,21277000,7761400,20709000,705660,5700600,48093000,4412900,14524000,1113800,15555000,7057200,10628000,0,9930500,6884200,9992000,5661700,3364400,10823000,2044900,15019000,1488300,6744900,285830,842340,4339800,854980,12180000,14647000,3616900,1291200,2304800,0,2494700,329240,0,11864000,8229900,17994000,3004000,2451100,5619800,0,3025100,8481400,10405000,0,10828000,5626800,599870,30949000,19968000,3939300,1033700,1746400,12649000,8603700,1384100,3954300,2556700
P18065,"Insulin-like growth factor-binding protein 2, IBP-2, IGF-binding protein 2, IGFBP-2",IGFBP2,3685200,9271800,4844900,1257300,0,431480,77156000,3810700,6435600,0,0,2243500,1399100,2636300,418840,3050000,3265300,7852100,3925500,8117100,14736000,7620400,2276100,3621700,4407800,507150,3660000,8730000,12189000,6185100,6302600,1528100,1578100,6678000,4898600,115310,3458000,5387800,2744700,5160000,1759700,10834000,2958800,7180500,2351500,3547100,322120,8920600,1205400,501780,4808400,5124900,1316400,9864300,1331400,695760,0,2368200,2946900,3286400,3271700,3294700,7926100,1616300,5397300,2894400,4649000,0,4230600,662170,0,1325800,308300,1850900
P18206,"Vinculin (Metavinculin, MV)",VCL,0,1322700,177860,8686600,2093300,73000000,31295000,689350016,2641400,0,14874000,144660,74070000,437670,0,33773000,326910,257010,0,9985900,304980,12111000,210740000,12034000,39769000,1955100,10228000,24206000,35594000,10297000,1482800,12878000,68430000,1677400,167190,9538400,17429000,3273600,2685200,1894000,33134000,1288100,1450400,479820,8850000,928870,13774000,476960,3095000,817240,130360000,23721000,102030000,1138900,110170000,131000000,954440,244450000,183400000,3233100,212580000,1622500,10234000,58030000,27406000,89051000,5598300,768830,23275000,1147500,13153000,1858000,43232000,31128000
P18428,"Lipopolysaccharide-binding protein, LBP",LBP,0,185740,86508,3377900,3808900,0,1571400,22965000,150700,348210,0,114710,1540600,0,109500,0,108930,417010,71619,24977000,779750,159020,50703000,204910,265430,28651000,3056100,259620,1000600,168170,239220,532250,138960,659160,617380,8048300,163220,6330100,10339000,249070,17115000,0,252900,281100,782280,95404,56046,285770,390780,0,1182500,600380,385890,0,8842400,1341400,99705,707620,9649400,169760000,12514000,1190100,8545200,438210,174570,281310,3116600,1623100,293910,512010,10007000,1722900,5815900,216440
P18669,"Phosphoglycerate mutase 1, EC 5.4.2.11, EC 5.4.2.4 (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B, PGAM-B)",PGAM1,1205100,2528700,0,0,437090,2337000,612210,7283400,1689300,0,0,0,660380,1263600,3754700,1344700,798640,673970,1031000,486680,1656300,0,2208700,1348400,1725700,5245400,0,849950,949060,14497000,1538900,0,2422900,7734000,9938700,346540,2800000,3983100,568940,5136600,3673800,0,5444200,26644000,101660000,1431400,9982300,3663900,0,358280,3634600,1640800,6012500,3814100,2132200,9174300,0,822390,16822000,5027700,44322000,0,3540900,1329500,0,4045300,866200,0,0,1504900,0,1859600,5494600,911340
P19320,"Vascular cell adhesion protein 1, V-CAM 1, VCAM-1 (INCAM-100) (CD antigen CD106)",VCAM1,46731000,12091000,18683000,15509000,0,1383500,7722000,2976000,14852000,4790400,585420,375860,744300,4523100,1559700,1500200,5341300,7741700,5129600,3102300,2318700,5415100,2394800,1730100,8512000,1533100,3711600,2614300,5973200,3950500,13107000,632270,2254100,3209300,7946300,390740,8806900,2469800,2611400,2638000,233920,2202100,5424600,3512700,1963200,5975700,773050,12149000,12566000,378850,14772000,1246500,2981100,2676800,5556100,1844300,486390,1092100,1553000,45390000,641450,16243000,1325100,587930,5759600,4606000,2416500,193470,3499600,5076300,755370,8843800,983520,6038500
P19652,"Alpha-1-acid glycoprotein 2, AGP 2 (Orosomucoid-2, OMD 2)",ORM2,190460000,276150016,200150000,337680000,251580000,67508000,153880000,1473699968,95398000,179360000,65596000,56586000,1260800000,545630016,452580000,333329984,132690000,477750016,55672000,1359200000,272209984,124430000,347800000,36788000,185350000,1081699968,154200000,297940000,304409984,288280000,164900000,468729984,226760000,375030016,134570000,198030000,61204000,275609984,918499968,14471000,902860032,20956000,679529984,250520000,199200000,321900000,39736000,206120000,178120000,36608000,175480000,56377000,42836000,39067000,1103500032,375100000,43893000,398430016,471260000,1341900032,713750016,71338000,1214200064,85500000,122230000,356000000,355449984,43654000,221190000,136650000,239840000,281409984,1071400000,430169984
P19823,"Inter-alpha-trypsin inhibitor heavy chain H2, ITI heavy chain H2, ITI-HC2, Inter-alpha-inhibitor heavy chain 2 (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH2,367790016,137260000,212960000,312380000,169050000,145320000,49202000,1050600000,89209000,71628000,80468000,141280000,153820000,170510000,253530000,193320000,85981000,166020000,35816000,170530000,609929984,316160000,133310000,224250000,157670000,527289984,210210000,315870016,447830016,371140000,575209984,157810000,416540000,354320000,460169984,20628000,152540000,166700000,531240000,58022000,227380000,192470000,120100000,188560000,124280000,201120000,66546000,656950016,82383000,17426000,965249984,282700000,439110016,186900000,327489984,431409984,73308000,191610000,579350016,422420000,103010000,180450000,185430000,99794000,299390016,417020000,79951000,26907000,136220000,341260000,208620000,262420000,330960000,271660000
P19827,"Inter-alpha-trypsin inhibitor heavy chain H1, ITI heavy chain H1, ITI-HC1, Inter-alpha-inhibitor heavy chain 1 (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH1,169670000,67530000,137790000,191930000,211320000,154440000,59962000,692830016,37341000,85826000,83682000,89969000,103870000,125420000,145410000,107160000,46555000,136530000,20082000,120800000,485360000,154570000,155660000,107120000,130350000,446060000,106110000,183770000,286380000,259070000,279540000,174600000,267580000,507209984,279040000,19447000,114690000,122680000,451590016,44824000,252560000,95504000,98791000,144350000,75707000,160750000,35304000,275510016,85904000,10630000,678160000,191620000,262360000,91137000,356060000,414760000,65273000,174010000,500900000,441569984,203240000,112710000,218300000,82997000,186080000,277790016,67115000,29051000,100230000,324800000,197090000,147920000,411920000,179280000
P20851,C4b-binding protein beta chain,C4BPB,28483000,16891000,14552000,41162000,19939000,9726300,15881000,160010000,7398600,3252800,8260700,25940000,20706000,26924000,46391000,14826000,8060100,78004000,2733400,26238000,38774000,35086000,37669000,27135000,18082000,55237000,35593000,36319000,86943000,25859000,36393000,34713000,71714000,34061000,45798000,9424000,19249000,21109000,44906000,53166000,38003000,38003000,68588000,36494000,39890000,36706000,4805100,47475000,11757000,2044600,26757000,42634000,46294000,17027000,46937000,26504000,3074100,45290000,64174000,30239000,26200000,17159000,31460000,32997000,69815000,79190000,52831000,1911800,32621000,35681000,33882000,37145000,66064000,84758000
P21333,"Filamin-A, FLN-A (Actin-binding protein 280, ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)",FLNA,750990,53350,42594,61693,120220,2187200,2709700,4107000,0,0,4375900,0,326700,0,14257,18275000,97455,0,17098,22819,80873,338520,148320,31560,481830,27611,1318100,4725400,1991600,221660,14344,2484300,9246900,10118,82245,2661800,9820800,639160,171610,72105,3919700,0,0,95703,0,86556,10115000,32121,124900,3364300,17190000,0,27518000,225620,26193000,29651000,24430,118790000,33061000,829920,56746000,924910,2807400,35781000,139360,665920,87986,155230,45080,13892,6555200,57161,2267600,204400
P22352,"Glutathione peroxidase 3, GPx-3, GSHPx-3, EC 1.11.1.9 (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase, GPx-P, GSHPx-P)",GPX3,5712500,2556800,134280,4741300,3611400,1839100,368460,17648000,3004100,254690,0,0,23859000,1577700,4090800,113130,180440,2237400,960620,19890000,9232900,4674700,11745000,1499300,4011700,80916000,3160300,10524000,10500000,6388000,32707000,12655000,13651000,5630700,9472400,6471100,5007600,20588000,66109000,2368000,41684000,0,6888000,4909300,843720,10533000,5420600,13086000,11946000,1999400,26929000,12848000,14211000,3129200,187740000,40708000,8130200,59766000,80629000,49324000,44825000,3355000,19990000,9091000,3551700,8798500,4145900,725920,0,11738000,12091000,1234300,26358000,8699500
P22392,"Nucleoside diphosphate kinase B, NDK B, NDP kinase B, EC 2.7.4.6 (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB, EC 2.7.13.3) (nm23-H2)",NME2,656700,1544800,246710,0,0,4002400,545470,7282000,784060,0,2116400,0,0,812480,4581900,1872800,672650,0,193950,0,0,1531800,969550,350330,1349200,0,867570,1929500,856010,1706300,2015300,0,1032600,242350,1342100,246070,898400,1649500,0,2722300,6454100,0,1953400,972620,0,581570,3869000,1101200,0,0,1089700,0,3948600,1289900,1077200,4938400,0,820270,4130600,1802400,33272000,820010,398730,325570,1579300,2355100,300050,0,238020,1091200,348430,0,0,1173600
