Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9
P10768,"S-formylglutathione hydrolase, FGH, EC 3.1.2.12 (Esterase D) (Methylumbelliferyl-acetate deacetylase, EC 3.1.1.56)",ESD,0,0,77456,12296,144,73438,19764,67316,12276
P10809,"60 kDa heat shock protein, mitochondrial, EC 5.6.1.7 (60 kDa chaperonin) (Chaperonin 60, CPN60) (Heat shock protein 60, HSP-60, Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1,0,32265,4286,18334,56173,24746,0,9595,45511
P10909,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J, Apo-J) (Complement cytolysis inhibitor, CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2, SGP-2) (Testosterone-repressed prostate message 2, TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) ]",CLU,36988,11277,19352,19477,64736,52382,28527,26956,3262
P11021,"Endoplasmic reticulum chaperone BiP, EC 3.6.4.10 (78 kDa glucose-regulated protein, GRP-78) (Binding-immunoglobulin protein, BiP) (Heat shock protein 70 family protein 5, HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)",HSPA5,2871,37885,5988,28444,1816,43745,2623,32252,13395
P11142,"Heat shock cognate 71 kDa protein, EC 3.6.4.10 (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1, LAP-1, LPS-associated protein 1)",HSPA8,13964,6598,57993,95761,16516,2969,1897,24535,25915
P11215,Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b),ITGAM,17494,47816,3826,5855,21677,5895,53453,44265,33167
P11279,"Lysosome-associated membrane glycoprotein 1, LAMP-1, Lysosome-associated membrane protein 1 (CD107 antigen-like family member A) (CD antigen CD107a)",LAMP1,13937,19872,2945,78541,86226,1646,27564,14632,12554
P11413,"Glucose-6-phosphate 1-dehydrogenase, G6PD, EC 1.1.1.49",G6PD,37156,13463,1199,5537,97669,44186,1525,53372,31
P11684,"Uteroglobin (Clara cell phospholipid-binding protein, CCPBP) (Clara cells 10 kDa secretory protein, CC10) (Secretoglobin family 1A member 1) (Urinary protein 1, UP-1, UP1, Urine protein 1)",SCGB1A1,1223,5499,22435,23986,6816,11975,57887,5561,1576
P12273,"Prolactin-inducible protein (Gross cystic disease fluid protein 15, GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein, SABP) (gp17)",PIP,13117,936,1347,38428,25111,19115,13121,17828,12994
P12277,"Creatine kinase B-type, EC 2.7.3.2 (Brain creatine kinase, B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type, CPK-B)",CKB,0,0,15761,51276,593,18824,15529,64941,1342
P12429,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III, PAP-III)",ANXA3,5925,86963,56932,85873,44564,87897,2257,27424,86965
P12814,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),ACTN1,1872,5119,43677,114,12932,1843,57963,42356,3854
P12955,"Xaa-Pro dipeptidase, X-Pro dipeptidase, EC 3.4.13.9 (Imidodipeptidase) (Peptidase D) (Proline dipeptidase, Prolidase)",PEPD,0,4455,62492,56834,4646,22941,7662,13325,27666
P12956,"X-ray repair cross-complementing protein 6, EC 3.6.4.-, EC 4.2.99.- (5'-deoxyribose-5-phosphate lyase Ku70, 5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit, CTC75, CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70, Ku70) (Thyroid-lupus autoantigen, TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)",XRCC6,0,64595,66187,26471,11331,1118,13998,25975,9412
P13284,"Gamma-interferon-inducible lysosomal thiol reductase, EC 1.8.-.- (Gamma-interferon-inducible protein IP-30) (Legumaturain)",IFI30,0,29164,27981,21386,1286,115,11992,29313,7846
P13473,"Lysosome-associated membrane glycoprotein 2, LAMP-2, Lysosome-associated membrane protein 2 (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)",LAMP2,2161,154,3529,92134,66615,19147,19759,12283,113
P13489,"Ribonuclease inhibitor (Placental ribonuclease inhibitor, Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1, RAI)",RNH1,13321,2836,1551,6889,28635,94592,4211,658,31822
P13639,"Elongation factor 2, EF-2",EEF2,13438,18786,28951,29925,28656,5953,48893,83344,765
P13671,Complement component C6,C6,17355,29862,21675,67461,25347,66833,4939,4151,38725
P13716,"Delta-aminolevulinic acid dehydratase, ALADH, EC 4.2.1.24 (Porphobilinogen synthase)",ALAD,1626,1639,12394,22471,12892,1372,1948,33815,62669
P13796,"Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1, LCP-1)",LCP1,41643,85882,8613,17566,12413,26344,125,67439,68128
P13798,"Acylamino-acid-releasing enzyme, AARE, EC 3.4.19.1 (Acyl-peptide hydrolase, APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase, OPH)",APEH,1977,19559,21114,8594,1577,18789,31784,29364,26219
P13987,"CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor, HRF-20, HRF20) (MAC-inhibitory protein, MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor, MACIF) (Membrane inhibitor of reactive lysis, MIRL) (Protectin) (CD antigen CD59)",CD59,3592,14832,25655,1341,15966,26527,16726,1112,32836
P14174,"Macrophage migration inhibitory factor, MIF, EC 5.3.2.1 (Glycosylation-inhibiting factor, GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase, EC 5.3.3.12) (Phenylpyruvate tautomerase)",MIF,4862,12239,2559,34338,1737,21614,4413,1146,7895
P14314,"Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain, PKCSH)",PRKCSH,7219,95823,28452,0,88559,0,2231,96969,1611
P14317,Hematopoietic lineage cell-specific protein (Hematopoietic cell-specific LYN substrate 1) (LckBP1) (p75),HCLS1,0,56635,3449,94213,1576,1823,6153,56183,46391
P14550,"Aldo-keto reductase family 1 member A1, EC 1.1.1.2, EC 1.1.1.372, EC 1.1.1.54 (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase, EC 1.1.1.19) (Glucuronolactone reductase, EC 1.1.1.20)",AKR1A1,0,3113,0,14152,18792,99754,14121,31513,79874
P14618,"Pyruvate kinase PKM, EC 2.7.1.40 (Cytosolic thyroid hormone-binding protein, CTHBP) (Opa-interacting protein 3, OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2, EC 2.7.11.1) (Thyroid hormone-binding protein 1, THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2, EC 2.7.10.2) (p58)",PKM,3296,14953,1367,14443,1765,2521,56266,44,32413
P14780,"Matrix metalloproteinase-9, MMP-9, EC 3.4.24.35 (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B, GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9 ]",MMP9,13689,41327,31542,55771,39837,36956,5866,2743,42282
P14868,"Aspartate--tRNA ligase, cytoplasmic, EC 6.1.1.12 (Aspartyl-tRNA synthetase, AspRS) (Cell proliferation-inducing gene 40 protein)",DARS1,12387,32993,928,93971,15671,36767,1832,16894,14164
P15104,"Glutamine synthetase, GS, EC 6.3.1.2 (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL, EC 2.3.1.225)",GLUL,95777,11134,57355,66428,38529,89583,0,39236,192
P15144,"Aminopeptidase N, AP-N, hAPN, EC 3.4.11.2 (Alanyl aminopeptidase) (Aminopeptidase M, AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)",ANPEP,2115,5819,37615,13865,1877,4314,1935,6817,16153
P15153,Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2),RAC2,27672,357,39662,3662,59726,13192,374,16789,7298
P15311,Ezrin (Cytovillin) (Villin-2) (p81),EZR,9495,2277,28326,1799,23357,49184,21913,25851,2769
P15328,"Folate receptor alpha, FR-alpha (Adult folate-binding protein, FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)",FOLR1,1171,2166,46652,0,7283,16374,5953,7499,0
P15531,"Nucleoside diphosphate kinase A, NDK A, NDP kinase A, EC 2.7.4.6 (Granzyme A-activated DNase, GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)",NME1,9118,16859,1753,1166,17793,22442,5221,32571,27146
P15586,"N-acetylglucosamine-6-sulfatase, EC 3.1.6.14 (Glucosamine-6-sulfatase, G6S)",GNS,94581,24186,1975,11939,74444,2173,18734,14835,96631
P15941,"Mucin-1, MUC-1 (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3, CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6, KL-6) (PEMT) (Peanut-reactive urinary mucin, PUM) (Polymorphic epithelial mucin, PEM) (Tumor-associated epithelial membrane antigen, EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha, MUC1-NT, MUC1-alpha; Mucin-1 subunit beta, MUC1-beta (MUC1-CT) ]",MUC1,7925,14812,3267,7618,85167,9942,36522,43294,31765
P16070,"CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III, ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1, PGP-1) (Phagocytic glycoprotein I, PGP-I) (CD antigen CD44)",CD44,7152,1361,25234,11836,14536,1514,1621,18846,39261
P16152,"Carbonyl reductase [NADPH] 1, EC 1.1.1.184 (15-hydroxyprostaglandin dehydrogenase [NADP(+)], EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1, EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase, PG-9-KR) (Prostaglandin-E(2) 9-reductase, EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",CBR1,0,16464,873,43873,27964,5916,15889,2899,246
P16401,Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3),H1-5,1449,1423,12666,51239,51887,97614,3116,22574,61341
P16403,Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1),H1-2,0,152,12964,75955,1266,298,612,3473,15137
P16930,"Fumarylacetoacetase, FAA, EC 3.7.1.2 (Beta-diketonase) (Fumarylacetoacetate hydrolase)",FAH,16271,27679,34484,12328,8513,18822,24368,18825,2119
P16949,"Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18, Op18) (Phosphoprotein p19, pp19) (Prosolin) (Protein Pr22) (pp17)",STMN1,0,28635,28778,64772,94151,16222,57176,42995,0
P17066,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),HSPA6,0,1685,24767,1746,16542,4135,43973,5157,3818
P17174,"Aspartate aminotransferase, cytoplasmic, cAspAT, EC 2.6.1.1, EC 2.6.1.3 (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic, cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)",GOT1,91223,286,2579,12544,22672,33789,13838,24919,31927
P17213,"Bactericidal permeability-increasing protein, BPI (CAP 57)",BPI,2239,1984,98699,0,46692,34258,38684,37654,58624
P17655,"Calpain-2 catalytic subunit, EC 3.4.22.53 (Calcium-activated neutral proteinase 2, CANP 2) (Calpain M-type) (Calpain large polypeptide L2) (Calpain-2 large subunit) (Millimolar-calpain, M-calpain)",CAPN2,0,9331,89199,85191,1994,18683,83671,27631,1964
P17931,"Galectin-3, Gal-3 (35 kDa lectin) (Carbohydrate-binding protein 35, CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein, GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)",LGALS3,1279,5552,91886,96612,11695,44845,82158,1916,4614
P17987,"T-complex protein 1 subunit alpha, TCP-1-alpha (CCT-alpha)",TCP1,0,1723,0,19389,39249,23612,27446,35669,4561
P18065,"Insulin-like growth factor-binding protein 2, IBP-2, IGF-binding protein 2, IGFBP-2",IGFBP2,1146,69618,41636,64381,43551,19442,56297,22382,21814
P18206,"Vinculin (Metavinculin, MV)",VCL,5379,92296,83345,35291,272,39576,1469,162,1899
P18669,"Phosphoglycerate mutase 1, EC 5.4.2.11, EC 5.4.2.4 (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B, PGAM-B)",PGAM1,43626,33157,76348,71978,88563,16431,36367,2321,147
P19105,"Myosin regulatory light chain 12A (Epididymis secretory protein Li 24, HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)",MYL12A,53278,3516,1791,23292,2479,46731,9973,68223,5611
P19338,Nucleolin (Protein C23),NCL,0,7129,0,86881,6355,34447,14444,2579,22931
P19652,"Alpha-1-acid glycoprotein 2, AGP 2 (Orosomucoid-2, OMD 2)",ORM2,9735,8968,2455,46927,35363,78146,38722,56752,1574
P19823,"Inter-alpha-trypsin inhibitor heavy chain H2, ITI heavy chain H2, ITI-HC2, Inter-alpha-inhibitor heavy chain 2 (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH2,8295,57161,7134,2872,63617,14922,1352,11943,57729
P19827,"Inter-alpha-trypsin inhibitor heavy chain H1, ITI heavy chain H1, ITI-HC1, Inter-alpha-inhibitor heavy chain 1 (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein, SHAP)",ITIH1,5732,26144,54248,138,372,59564,27457,35728,2432
P19878,"Neutrophil cytosol factor 2, NCF-2 (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox)",NCF2,11712,9318,13989,0,4619,0,2756,2844,35758
P19971,"Thymidine phosphorylase, TP, EC 2.4.2.4 (Gliostatin) (Platelet-derived endothelial cell growth factor, PD-ECGF) (TdRPase)",TYMP,26149,69138,19822,25282,14486,69674,2622,36797,4312
P20061,"Transcobalamin-1, TC-1 (Haptocorrin, HC) (Protein R) (Transcobalamin I, TC I, TCI)",TCN1,1732,98752,2597,29188,3847,8929,2485,11433,11886
P20160,"Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein, HBP, hHBP)",AZU1,1511,1652,71277,41518,6589,54835,23784,1469,54822
P20618,Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),PSMB1,2289,42154,34953,282,24995,3833,28293,39935,35228
P20700,Lamin-B1,LMNB1,28215,3437,52224,12628,1629,26435,79955,6914,1278
P20810,Calpastatin (Calpain inhibitor) (Sperm BS-17 component),CAST,0,34322,3615,25798,43515,72754,84685,11174,96582
P21281,"V-type proton ATPase subunit B, brain isoform, V-ATPase subunit B 2 (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)",ATP6V1B2,0,5586,74689,52421,54166,3946,13458,13226,4929
P21291,"Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1, CRP, CRP1) (Epididymis luminal protein 141, HEL-141)",CSRP1,0,0,12488,1317,17723,7411,22418,4277,6991
P21333,"Filamin-A, FLN-A (Actin-binding protein 280, ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)",FLNA,9635,5233,63395,2461,156,114,1684,969,25487
P21926,"CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein, MRP-1) (Tetraspanin-29, Tspan-29) (p24) (CD antigen CD9)",CD9,288,6184,7926,59743,8444,73858,0,3395,351
P21980,"Protein-glutamine gamma-glutamyltransferase 2, EC 2.3.2.13 (Erythrocyte transglutaminase) (Heart G alpha(h), hhG alpha(h)) (Isopeptidase TGM2, EC 3.4.-.-) (Protein G alpha(h), G(h)) (Protein-glutamine deamidase TGM2, EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2, EC 2.3.1.-) (Tissue transglutaminase, tTG, tTgase) (Transglutaminase C, TG(C), TGC, TGase C) (Transglutaminase H, TGase H) (Transglutaminase II, TGase II) (Transglutaminase-2, TG2, TGase-2, hTG2)",TGM2,12571,2315,1743,2792,9438,5421,2911,75796,12152
P22079,"Lactoperoxidase, LPO, EC 1.11.1.7 (Salivary peroxidase, SPO)",LPO,25212,3744,38477,13969,6417,44134,97496,48766,33826
P22234,"Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase, PAICS [Includes: Phosphoribosylaminoimidazole carboxylase, EC 4.1.1.21 (AIR carboxylase, AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase, EC 6.3.2.6 (SAICAR synthetase) ]",PAICS,77839,21685,13672,0,87486,0,1682,25118,69919
P22314,"Ubiquitin-like modifier-activating enzyme 1, EC 6.2.1.45 (Protein A1S9) (Ubiquitin-activating enzyme E1)",UBA1,0,14716,18789,76227,32353,35221,13983,2521,1528
P22352,"Glutathione peroxidase 3, GPx-3, GSHPx-3, EC 1.11.1.9 (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase, GPx-P, GSHPx-P)",GPX3,296,1278,11737,28749,16175,4587,23926,3473,14498
P22392,"Nucleoside diphosphate kinase B, NDK B, NDP kinase B, EC 2.7.4.6 (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB, EC 2.7.13.3) (nm23-H2)",NME2,42466,92447,68524,6294,69546,1119,1272,11117,99126
P22626,"Heterogeneous nuclear ribonucleoproteins A2/B1, hnRNP A2/B1",HNRNPA2B1,3137,92651,5259,24319,45293,2718,29456,81756,9329
P22792,Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit),CPN2,0,38748,0,45115,4895,17553,1132,8554,48374
P22894,"Neutrophil collagenase, EC 3.4.24.34 (Matrix metalloproteinase-8, MMP-8) (PMNL collagenase, PMNL-CL)",MMP8,1459,1333,17516,26438,17713,4563,27391,9746,1213
P22897,"Macrophage mannose receptor 1, MMR (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor, hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)",MRC1,8216,34953,57922,47312,3489,1368,0,25333,375
P23083,Immunoglobulin heavy variable 1-2 (Ig heavy chain V-I region ND) (Ig heavy chain V-I region V35),IGHV1-2,87563,2241,5542,1224,1895,1787,82773,64418,23776
P23141,"Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase, ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1, CE-1, hCE-1, EC 3.1.1.1) (Cholesteryl ester hydrolase, CEH, EC 3.1.1.13) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1, EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase, REH) (Serine esterase 1) (Triacylglycerol hydrolase, TGH)",CES1,17778,97539,32938,11867,68498,54159,23315,12376,3264
P23246,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein, hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor, PSF, PTB-associated-splicing factor)",SFPQ,0,29953,93592,23626,34459,53836,8197,46253,66911
P23284,"Peptidyl-prolyl cis-trans isomerase B, PPIase B, EC 5.2.1.8 (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin, SCYLP)",PPIB,0,0,65543,19237,26311,39131,1563,37277,43966
P23381,"Tryptophan--tRNA ligase, cytoplasmic, EC 6.1.1.2 (Interferon-induced protein 53, IFP53) (Tryptophanyl-tRNA synthetase, TrpRS, hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS ]",WARS1,3793,37386,6888,13584,32175,89826,46938,432,48188
P23526,"Adenosylhomocysteinase, AdoHcyase, EC 3.3.1.1 (S-adenosyl-L-homocysteine hydrolase)",AHCY,1132,1866,593,15775,22713,44631,37628,42461,62189
P23528,"Cofilin-1 (18 kDa phosphoprotein, p18) (Cofilin, non-muscle isoform)",CFL1,26763,4834,8772,13431,15756,56679,62624,69759,49642
P24158,"Myeloblastin, EC 3.4.21.76 (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3, PR-3, PR3) (Neutrophil proteinase 4, NP-4) (P29) (Wegener autoantigen)",PRTN3,11814,98243,967,1853,16236,18617,13362,75932,13722
P24666,"Low molecular weight phosphotyrosine protein phosphatase, LMW-PTP, LMW-PTPase, EC 3.1.3.48 (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase, EC 3.1.3.2) (Red cell acid phosphatase 1)",ACP1,0,24637,0,39179,4264,16367,81299,76216,23248
P25311,"Zinc-alpha-2-glycoprotein, Zn-alpha-2-GP, Zn-alpha-2-glycoprotein",AZGP1,41483,78524,16584,35493,149,78223,1918,11158,72933
P25705,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5F1A,0,58192,2649,12839,75933,16891,34779,12978,7556
P25774,"Cathepsin S, EC 3.4.22.27",CTSS,22427,54568,683,12745,28839,1124,6912,39969,4899
P25786,"Proteasome subunit alpha type-1 (30 kDa prosomal protein, PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)",PSMA1,16992,34538,2879,12458,15522,24616,3457,2962,22383
P25787,Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3),PSMA2,18836,37697,42452,21832,26984,37264,67695,4181,48129
P25788,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),PSMA3,72735,1445,13152,28,16569,24624,42536,13367,79617
P25789,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),PSMA4,31877,49814,51213,24444,28973,4321,37792,38696,33866
P25815,"Protein S100-P (Migration-inducing gene 9 protein, MIG9) (Protein S100-E) (S100 calcium-binding protein P)",S100P,51882,11232,54671,1136,17695,22858,95994,63832,13579
P26038,Moesin (Membrane-organizing extension spike protein),MSN,1713,24319,21241,1531,1332,3441,6656,4162,4265
P26447,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),S100A4,13458,18765,12129,46236,38291,83346,29646,15429,43781
P26583,"High mobility group protein B2 (High mobility group protein 2, HMG-2)",HMGB2,2463,17629,19427,28262,3178,6211,29524,17196,43373
P26599,"Polypyrimidine tract-binding protein 1, PTB (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I, hnRNP I)",PTBP1,0,0,97486,73298,6744,28243,11642,26674,13871
P26641,"Elongation factor 1-gamma, EF-1-gamma (eEF-1B gamma)",EEF1G,16491,85621,8885,51398,9763,35766,1564,21443,24317
P27105,Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b),STOM,51733,55575,9314,22251,35323,54365,29632,3574,23542
P27348,14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1),YWHAQ,0,75223,72329,18676,2768,6445,3593,52795,4534
P27797,"Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60, ERp60) (HACBP) (grp60)",CALR,3988,25235,5336,6397,58441,7679,86746,52239,2419
P27824,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),CANX,0,26882,23696,76466,5592,65788,78712,973,0
P28062,"Proteasome subunit beta type-8, EC 3.4.25.1 (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)",PSMB8,14365,28868,4147,2633,16435,3363,2965,33762,28658
P28065,"Proteasome subunit beta type-9, EC 3.4.25.1 (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)",PSMB9,2372,42357,512,26844,25177,36896,3253,38834,35294
P28066,Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain),PSMA5,3647,6372,69264,37219,38438,53943,28481,71661,59219
P28070,"Proteasome subunit beta type-4 (26 kDa prosomal protein, HsBPROS26, PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3, HsN3)",PSMB4,27933,4342,3539,22893,2582,34377,26426,37554,41183
P28072,"Proteasome subunit beta type-6, EC 3.4.25.1 (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)",PSMB6,14998,24496,171,12498,1676,14824,1991,33758,23578
P28676,Grancalcin,GCA,27116,18233,2657,9629,14216,26283,57196,66155,24359
P28799,"Progranulin, PGRN (Acrogranin) (Epithelin precursor) (Glycoprotein of 88 Kda, GP88, Glycoprotein 88) (Granulin precursor) (PC cell-derived growth factor, PCDGF) (Proepithelin, PEPI) [Cleaved into: Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Epithelin-2) (Granulin B); Granulin-4 (Epithelin-1) (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E) ]",GRN,39731,5678,45277,0,15962,1295,3988,18,34392
P29034,Protein S100-A2 (CAN19) (Protein S-100L) (S100 calcium-binding protein A2),S100A2,36443,37921,95714,12891,63778,64228,47424,6426,3319
P29218,"Inositol monophosphatase 1, IMP 1, IMPase 1, EC 3.1.3.25 (D-galactose 1-phosphate phosphatase, EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)",IMPA1,0,16799,12668,0,84854,16114,2271,21683,87256
P29401,"Transketolase, TK, EC 2.2.1.1",TKT,26536,25524,18659,97443,72743,18685,74148,47299,35258
P29508,"Serpin B3 (Protein T4-A) (Squamous cell carcinoma antigen 1, SCCA-1)",SERPINB3,77,2434,184,1129,37389,37788,133,2637,11457
P29692,"Elongation factor 1-delta, EF-1-delta (Antigen NY-CO-4)",EEF1D,0,89926,8537,11312,15279,36584,38947,2853,33128
